Reviewed	Classification	Entry	Title	PDB chain IDs
FALSE	4.1,3.3,5.3	P41783	Protein PrgH OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=prgH PE=1 SV=1	2y9jA,2y9jB,2y9jC,2y9jD,2y9jE,2y9jF,2y9jG,2y9jH,2y9jI,2y9jJ,2y9jK,2y9jL,2y9jM,2y9jN,2y9jO,2y9jP,2y9jQ,2y9jR,2y9jS,2y9jT,2y9jU,2y9jV,2y9jW,2y9jX,3gr0A,3gr0B,3gr0C,3gr0D,3gr1A,3gr1B,3gr1C,3gr1D,3gr1E,3gr1F,3gr1G,3gr1H,3j1wA,3j1wB,3j1wC,3j1wD,3j1wE,3j1wF,3j1wG,3j1wH,3j1wI,3j1wJ,3j1wK,3j1wL,3j1wM,3j1wN,3j1wO,3j1wP,3j1wQ,3j1wR,3j1wS,3j1wT,3j1wU,3j1wV,3j1wW,3j1wX,3j1xA,3j1xB,3j1xC,3j1xD,3j1xE,3j1xF,3j1xG,3j1xH,3j1xI,3j1xJ,3j1xK,3j1xL,3j1xM,3j1xN,3j1xO,3j1xP,3j1xQ,3j1xR,3j1xS,3j1xT,3j1xU,3j1xV,3j1xW,3j1xX,3j6dA,3j6dB,3j6dC,3j6dD,3j6dE,3j6dF,3j6dG,3j6dH,3j6dI,3j6dJ,3j6dK,3j6dL,3j6dM,3j6dN,3j6dO,3j6dP,3j6dQ,3j6dR,3j6dS,3j6dT,3j6dU,3j6dV,3j6dW,3j6dX,4g1iA,4g1iB,4g2sA,4g2sB,4g2sC,4g2sD,4g2sE,4g2sF,5tcp1,5tcp3,5tcp5,5tcp7,5tcp9,5tcpA,5tcpC,5tcpE,5tcpG,5tcpI,5tcpK,5tcpM,5tcpO,5tcpQ,5tcpS,5tcpU,5tcpW,5tcpY,5tcpb,5tcpd,5tcpf,5tcph,5tcpj,5tcpl,5tcr0,5tcr10,5tcr2,5tcr4,5tcr6,5tcr8,5tcrQ,5tcrS,5tcrU,5tcrW,5tcrY,5tcrZ,5tcrb,5tcrd,5tcrf,5tcrh,5tcrj,5tcrl,5tcrn,5tcrp,5tcrr,5tcrt,5tcrv,5tcrx,6duzA,6duzB,6duzC,6duzD,6duzE,6duzF,6duzG,6duzH,6duzI,6duzJ,6duzK,6duzL,6duzM,6duzN,6duzO,6duzP,6duzQ,6duzR,6duzS,6duzT,6duzU,6duzV,6duzW,6duzX,6pemE,6pemR,6pemS,6pemT,6pemU,6pemV,6pemW,6pemX,6pemY,6pemZ,6pema,6pemb,6pemc,6pemd,6peme,6pemf,6pemg,6pemh,6pemi,6pemj,6pemk,6peml,6pemm,6pemn,6pepE,6pepR,6pepS,6pepT,6pepU,6pepV,6pepW,6pepX,6pepY,6pepZ,6pepa,6pepb,6pepc,6pepd,6pepe,6pepf,6pepg,6peph,6pepi,6pepj,6pepk,6pepl,6pepm,6pepn,6q14E,6q14R,6q14S,6q14T,6q14U,6q14V,6q14W,6q14X,6q14Y,6q14Z,6q14a,6q14b,6q14c,6q14d,6q14e,6q14f,6q14g,6q14h,6q14i,6q14j,6q14k,6q14l,6q14m,6q14n,6q15E,6q15R,6q15S,6q15T,6q15U,6q15V,6q15W,6q15X,6q15Y,6q15Z,6q15a,6q15b,6q15c,6q15d,6q15e,6q15f,6q15g,6q15h,6q15i,6q15j,6q15k,6q15l,6q15m,6q15n,6q16E,6q16R,6q16S,6q16T,6q16U,6q16V,6q16W,6q16X,6q16Y,6q16Z,6q16a,6q16b,6q16c,6q16d,6q16e,6q16f,6q16g,6q16h,6q16i,6q16j,6q16k,6q16l,6q16m,6q16n,6uotA,6uotB,6uotC,6uotD,6uotE,6uotF,6uotG,6uotH,6uotI,6uotJ,6uotK,6uotL,6uotM,6uotN,6uotO,6uotP,6uotQ,6uotR,6uotS,6uotT,6uotU,6uotV,6uotW,6uotX,6uovB,6uovD,6uovF,6uovH,6uovJ,6uovL,6uovN,6uovP,6uovR,6uovT,6uovV,6uovX,6uovZ,6uovb,6uovd,6uovf,6uovh,6uovj,6uovl,6uovn,6uovp,6uovr,6uovt
FALSE	3.2	O00206	Toll-like receptor 4 OS=Homo sapiens OX=9606 GN=TLR4 PE=1 SV=2	2z66A,2z66B,2z66C,2z66D,3fxiA,3fxiB,4g8aA,4g8aB,5namA,5naoA
FALSE	3.3	F1QGH7	Catenin beta-1 OS=Danio rerio OX=7955 GN=ctnnb1 PE=1 SV=1	2z6gA
FALSE	3.2	Q9QUN7	Toll-like receptor 2 OS=Mus musculus OX=10090 GN=Tlr2 PE=1 SV=1	2z81A,2z82A,5d3iA
FALSE	4.4	P17978	Virginiamycin B lyase OS=Staphylococcus aureus OX=1280 GN=vgb PE=1 SV=1	2z2nA,2z2oA,2z2oB,2z2oC,2z2oD,2z2pA,2z2pB
FALSE	4.1	Q5L0U0	Orotidine 5'-phosphate decarboxylase OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=pyrF PE=1 SV=1	2yytA,2yytB,2yytC,2yytD,2yyuA,2yyuB
FALSE	4.4	O31526	Rhamnogalacturonan endolyase YesW OS=Bacillus subtilis (strain 168) OX=224308 GN=yesW PE=1 SV=1	2z8rA,2z8rB,2z8sA,2z8sB,2zuxA,2zuxB
FALSE	4.1	O87198	Homocitrate synthase OS=Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039) OX=262724 GN=lys20 PE=1 SV=2	2ztjA,2ztkA,2zyfA,3a9iA
FALSE	4.2	B9A0T7	Tamavidin2 OS=Pleurotus cornucopiae OX=5321 GN=tam2 PE=1 SV=1	2zscA,2zscB
FALSE	4.1	O31666	2,3-diketo-5-methylthiopentyl-1-phosphate enolase OS=Bacillus subtilis (strain 168) OX=224308 GN=mtnW PE=1 SV=2	2zviA,2zviB,2zviC,2zviD
FALSE	4.1	Q5SJX8	o-succinylbenzoate synthase OS=Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579) OX=300852 GN=menC PE=1 SV=1	2zc8A,2zc8B
FALSE	4.1	Q9WXM1	L-Ala-D/L-Glu epimerase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=TM_0006 PE=1 SV=1	2zadA,2zadB,2zadC,2zadD,3deqA,3deqB,3deqC,3deqD,3derA,3derB,3derC,3derD,3desA,3desB,3desC,3desD,3dfyA,3dfyB,3dfyC,3dfyD,3dfyE,3dfyF,3dfyG,3dfyH,3dfyI,3dfyJ,3dfyK,3dfyL,3dfyM,3dfyN,3dfyO,3dfyP
FALSE	4.4	Q08282	tRNA wybutosine-synthesizing protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPM2 PE=1 SV=2	2zw9A,2zw9B,2zwaA,2zwaB,2zzkA,2zzkB
FALSE	4.4,4.4	Q764N8	Xyloglucanase OS=Geotrichum sp. (strain M128) OX=203496 PE=1 SV=1	3a0fA
FALSE	4.2	D0VWR2	Photosystem II manganese-stabilizing polypeptide OS=Thermosynechococcus vulcanus OX=32053 GN=psbO PE=1 SV=2	3a0bO,3a0bo,3a0hO,3a0ho,3wu2O,3wu2o,4il6O,4il6o,4ub6O,4ub6o,4ub8O,4ub8o,5b5eO,5b5eo,5b66O,5b66o,5gthO,5gtho,5gtiO,5gtio,5v2cO,5v2co,5ws5O,5ws5o,5ws6O,5ws6o,6jljO,6jljo,6jlkO,6jlko,6jllO,6jllo,6jlmO,6jlmo,6jlnO,6jlno,6jloO,6jloo,6jlpO,6jlpo
FALSE	3.6	O60921	Checkpoint protein HUS1 OS=Homo sapiens OX=9606 GN=HUS1 PE=1 SV=1	3a1jB,3g65C,3ggrB,6j8yB
TRUE	4.4	Q7ZA77	Exo-arabinanase OS=Penicillium chrysogenum OX=5076 GN=abnx PE=1 SV=1	3a71A,3a72A
FALSE	5.2	P0A6N4	Elongation factor P OS=Escherichia coli (strain K12) OX=83333 GN=efp PE=1 SV=2	3a5zB,3a5zD,3a5zF,3a5zH,6enjw,6enuw
FALSE	3.3	P58546	Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	3aaaC
FALSE	4.1	P0AEJ6	Ethanolamine ammonia-lyase heavy chain OS=Escherichia coli (strain K12) OX=83333 GN=eutB PE=1 SV=1	3aboA,3aboC,3abqA,3abqC,3abrA,3abrC,3absA,3absC,3anyA,3anyC,3ao0A,3ao0C,5ysnA,5ysnC,5ysrA,5ysrC
FALSE	3.6	O60671	Cell cycle checkpoint protein RAD1 OS=Homo sapiens OX=9606 GN=RAD1 PE=1 SV=1	3a1jC,3g65B,3ggrC,6j8yC
FALSE	4.4	P53196	26S proteasome regulatory subunit RPN14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN14 PE=1 SV=1	3acpA,3vl1A,3vl1B
FALSE	4.4	O31097	3-phytase OS=Bacillus subtilis OX=1423 GN=phyC PE=1 SV=1	3amrA,3amsA
FALSE	4.10	O60844	Zymogen granule membrane protein 16 OS=Homo sapiens OX=9606 GN=ZG16 PE=1 SV=2	3apaA,3vy6A,3vy7A,3vzeA,3vzfA,3vzgA
FALSE	4.9,4.1	Q82L26	Alpha-galactosidase OS=Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) OX=227882 GN=agaA2 PE=1 SV=1	3a21A,3a21B,3a22A,3a22B,3a23A,3a23B
FALSE	3.1	P31340	Spike protein OS=Escherichia phage P2 OX=10679 GN=V PE=1 SV=2	3aqjA,3aqjB,3aqjC,3aqjP,3aqjQ,3aqjR,3qr7A,3qr7B,3qr8A
FALSE	3.3	Q93DY9	Magnetosome protein MamA OS=Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1) OX=431944 GN=mamA PE=1 SV=1	3as8A,3asfA,3asfB
FALSE	3.3	Q2W8Q0	Magnetosome protein MamA OS=Magnetospirillum magneticum (strain AMB-1 / ATCC 700264) OX=342108 GN=mamA PE=1 SV=2	3as4A,3as5A,3as5B,3asdA,3asgA,3asgB,3ashA,3ashB
FALSE	3.2	Q99467	CD180 antigen OS=Homo sapiens OX=9606 GN=CD180 PE=1 SV=2	3b2dA,3b2dB
FALSE	4.1	Q9LBW4	3-hexulose-6-phosphate synthase OS=Mycobacterium gastri OX=1777 GN=rmpA PE=1 SV=1	3ajxA,3ajxB,3ajxC,3ajxD
FALSE	4.1	O34678	Uncharacterized oxidoreductase YtbE OS=Bacillus subtilis (strain 168) OX=224308 GN=ytbE PE=1 SV=1	3b3dA,3b3dB,3b3dC
FALSE	4.4	Q46R99	Glycosyl hydrolase, BNR repeat protein OS=Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) OX=264198 GN=Reut_B4987 PE=1 SV=1	3b7fA
FALSE	5.5	D0VWS0	Titin OS=Oryctolagus cuniculus OX=9986 PE=1 SV=1	3b43A
FALSE	3.1	O50325	Pectate lyase OS=Dickeya chrysanthemi OX=556 GN=pelI PE=1 SV=1	3b4nA,3b4nB,3b8yA,3b8yB,3b90A,3b90B
FALSE	3.3,4.4	P49687	Nucleoporin NUP145 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP145 PE=1 SV=1	3bg0B,3bg0C,3bg0F,3bg0G,3bg1B,3bg1C,3bg1F,3bg1G,3ikoB,3ikoE,3ikoH,3jroA,3jrpA,3kepA,3kepB,3kesA,3kesB,4xmmB,4xmnB
FALSE	4.4	P55735	Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3	3bg0A,3bg0D,3bg0E,3bg0H,3bg1A,3bg1D,3bg1E,3bg1H,5a9q6,5a9qF,5a9qO,5a9qX
FALSE	4.1	Q120Q7	Mandelate racemase/muconate lactonizing enzyme OS=Polaromonas sp. (strain JS666 / ATCC BAA-500) OX=296591 GN=Bpro_5118 PE=1 SV=1	3bjsA,3bjsB
FALSE	4.1	Q8F3Q1	(R)-citramalate synthase CimA OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=cimA PE=1 SV=1	3bleA,3blfA,3bliA,3f6gA,3f6gB,3f6hA,3f6hB
FALSE	4.4	Q72U69	Antigen Lp49 OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130) OX=267671 GN=orfC PE=1 SV=1	3bwsA,3bwsB
FALSE	5.4	P78552	Interleukin-13 receptor subunit alpha-1 OS=Homo sapiens OX=9606 GN=IL13RA1 PE=1 SV=1	3bpnC,3bpoC,4hwbA,5e4eC
FALSE	3.3	Q816E8	Uncharacterized protein OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=BC_4913 PE=1 SV=1	3bvsA,3jx7A,3jxyA,3jxzA,3jy1A,5cl3A,5cl4A,5cl5A,5cl6A,5cl7A,5cl8A,5cl9A,5claA,5clbA,5clcA,5cldA,5cleA,5kubA,5uufA,5uugA,5uuhA
FALSE	3.3	P25339	Pumilio homology domain family member 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUF4 PE=1 SV=2	3bwtA,3bx2A,3bx2B,3bx3A,3bx3B,4dzsA,4dzsB
FALSE	3.1	Q8X8Y7	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli O157:H7 OX=83334 GN=dapD PE=1 SV=1	3bxyA
FALSE	3.2	Q8Y3L4	Internalin J OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=inlJ PE=1 SV=1	3bz5A
FALSE	4.4	Q87K10	Oligogalacturonate lyase OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926 GN=VPA0088 PE=1 SV=1	3c5mA,3c5mB,3c5mC
FALSE	3.3	Q9XVI2	SYmmetrical Sister cell hermaphrodite gonad defect OS=Caenorhabditis elegans OX=6239 GN=sys-1 PE=1 SV=1	3c2gA,3c2gB,3c2hA,3c2hB
FALSE	4.1	Q6MQC7	Uncharacterized protein OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) OX=264462 GN=Bd0547 PE=1 SV=1	3cawA,3cawB
FALSE	4.2	P61167	UPF0311 protein RPA1785 OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1785 PE=1 SV=1	3c5oA,3c5oB,3c5oC,3c5oD
FALSE	3.3	Q9H0B6	Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1	3ceqA,3ceqB,3edtB,3edtD,3edtF,3edtH
FALSE	4.4	Q16576	Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	3cfsB,3cfvA,3cfvB
FALSE	4.1	Q97DY3	Predicted amidohodrolase (Dihydroorotase family) OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) OX=272562 GN=CA_C3337 PE=1 SV=1	3cjpA,3cjpB
FALSE	3.1,3.2	Q30V63	Hexapeptide repeat-containing transferase OS=Desulfovibrio alaskensis (strain G20) OX=207559 GN=Dde_3640 PE=1 SV=1	3c8vA,3c8vB,3c8vC,3c8vD
FALSE	4.1	P32719	D-allulose-6-phosphate 3-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=alsE PE=1 SV=1	3ct7A,3ct7B,3ct7C,3ct7D,3ct7E,3ct7F,3ctlA,3ctlB,3ctlC,3ctlD,3ctlE,3ctlF
FALSE	4.4	B3EYM8	Intracellular endo-alpha-(1->5)-L-arabinanase OS=Geobacillus stearothermophilus OX=1422 GN=abnB PE=1 SV=1	3cu9A,3d5yA,3d5zA,3d60A,3d61A,6f1gA
FALSE	4.1	Q8EMJ7	Dihydrodipicolinate synthase OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) OX=221109 GN=OB2845 PE=1 SV=1	3d0cA,3d0cB
FALSE	3.3	Q57W55	Peroxisome targeting signal 1 receptor OS=Trypanosoma brucei brucei (strain 927/4 GUTat10.1) OX=185431 GN=Tb927.5.1100 PE=1 SV=1	3cv0A,3cvpA,3cvqA
FALSE	3.3,3.3	P78344	Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1	3d3mA,3d3mB,3l6aA,4iulA,4iulB
FALSE	4.4	Q2HXD9	Aminopeptidase OS=Streptomyces morookaense OX=1970 PE=1 SV=1	3azoA,3azoB,3azpA,3azpB,3azqA,3azqB
FALSE	3.3	Q9Y613	FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3	3dadA,3dadB
FALSE	4.1	A0A0H3LM82	Putative mandelate racemase/muconate lactonizing enzyme OS=Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) OX=257310 GN=BB2459 PE=1 SV=1	3ddmA,3ddmB,3ddmC,3ddmD
FALSE	4.1	A5KUH4	D-galactonate dehydratase family member VSWAT3_13707 OS=Vibrionales bacterium (strain SWAT-3) OX=391574 GN=VSWAT3_13707 PE=1 SV=1	3dfhA,3dfhB,3dfhC,3r25A,3r25B,3r25C,3r25D,3r25E,3r25F,3r25G,3r25H,3sbfA,3sbfB,3sbfC,3sbfD
FALSE	4.1	Q5HG25	4-hydroxy-tetrahydrodipicolinate synthase OS=Staphylococcus aureus (strain COL) OX=93062 GN=dapA PE=1 SV=1	3di0A,3di0B,3di1A,3di1B
FALSE	3.1	A5U161	Bifunctional protein GlmU OS=Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra) OX=419947 GN=glmU PE=1 SV=1	3dk5A,6ge9A
FALSE	4.4	O24456	Receptor for activated C kinase 1A OS=Arabidopsis thaliana OX=3702 GN=RACK1A PE=1 SV=2	3dm0A
FALSE	5.5	Q0E9I4	Down syndrome cell adhesion molecule 1, isoform O OS=Drosophila melanogaster OX=7227 GN=Dscam1 PE=1 SV=1	3dmkA,3dmkB,3dmkC
FALSE	5.3,3.3,3.2	Q8KC98	Rab family protein OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=CT1526 PE=1 SV=1	3dptA,3dptB,3dpuA,3dpuB,5il7A,5il7B,6hluA,6hluB
FALSE	4.2	Q5MWV9	Autotransporter adhesin BadA OS=Bartonella henselae OX=38323 GN=badA PE=1 SV=2	3d9xA,3d9xB,3d9xC
FALSE	3.3	Q9Y765	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Candida albicans OX=5476 GN=RAM2 PE=1 SV=1	3draA,4ydoA
FALSE	4.4	A7V5N4	Uncharacterized protein OS=Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061) OX=411479 GN=BACUNI_02894 PE=1 SV=1	3dsmA
FALSE	3.1	Q8YQS9	All3740 protein OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=all3740 PE=1 SV=1	3du1X
FALSE	3.3	Q96DX5	Ankyrin repeat and SOCS box protein 9 OS=Homo sapiens OX=9606 GN=ASB9 PE=1 SV=1	3d9hA,3zkjA,3zkjD,3zngA,3zngD,6v9hC
FALSE	4.4	P78774	Actin-related protein 2/3 complex subunit 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=arc1 PE=1 SV=3	3dwlC,3dwlH,6w17C,6w18C
FALSE	3.2	P22027	ATP synthase subunit s, mitochondrial OS=Bos taurus OX=9913 GN=DMAC2L PE=1 SV=2	3dzeA,3e2jA,3e2jB,3e2jC,3e2jD,3e3zA,3e4gA
FALSE	5.5	P42702	Leukemia inhibitory factor receptor OS=Homo sapiens OX=9606 GN=LIFR PE=1 SV=1	3e0gA
FALSE	3.2	Q99MB1	Toll-like receptor 3 OS=Mus musculus OX=10090 GN=Tlr3 PE=1 SV=2	3cigA,3ciyA,3ciyB
FALSE	4.4	Q9RXN3	Gluconolactonase, putative OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) OX=243230 GN=DR_0277 PE=1 SV=1	3e5zA,3e5zB
FALSE	4.5	Q5LKY7	Transcriptional regulator, LacI family OS=Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) OX=246200 GN=SPOA0242 PE=1 SV=1	3e3mA,3e3mB,3e3mC,3e3mD
FALSE	3.2	Q2VGE8	Variable lymphocyte receptor diversity region (Fragment) OS=Petromyzon marinus OX=7757 GN=VLR PE=1 SV=1	3e6jA
FALSE	4.1	Q6N9H8	Putative dihydrodipicolinate synthetase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=dapA1 PE=1 SV=1	3eb2A,3eb2B,3eb2C,3eb2D
FALSE	3.1	Q9KLB0	Hexapeptide-repeat containing-acetyltransferase OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_A0836 PE=1 SV=1	3ectA,3nz2A,3nz2B,3nz2C,3nz2D,3nz2E,3nz2F,3nz2G,3nz2H,3nz2I,3nz2J,3nz2K,3nz2L
FALSE	4.1	Q5LT20	Mandelate racemase/muconate lactonizing enzyme, putative OS=Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) OX=246200 GN=SPO1594 PE=1 SV=1	3eezA
FALSE	3.1	Q8FV25	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Brucella suis biovar 1 (strain 1330) OX=204722 GN=dapD PE=1 SV=1	3eg4A
FALSE	4.1	A6L3P9	Putative aldolase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) OX=435590 GN=BVU_2661 PE=1 SV=1	3dxiA,3dxiB
FALSE	4.4	Q92466	DNA damage-binding protein 2 OS=Homo sapiens OX=9606 GN=DDB2 PE=1 SV=1	3ei4B,3ei4D,3ei4F,3i7lB,4e54B,4e5zB,6r8yL,6r8zL,6r90L,6r91L,6r92L
FALSE	3.1	P21645	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lpxD PE=1 SV=2	3eh0A,3eh0B,3eh0C,4ihfA,4ihfB,4ihfC,4ihfD,4ihfE,4ihfF,4ihgA,4ihgB,4ihgC,4ihgD,4ihgE,4ihgF,4ihhA,4ihhB,4ihhC,4ihhD,4ihhE,4ihhF,6p83A,6p83B,6p83C,6p84A,6p84B,6p84C,6p85A,6p85B,6p85C,6p86A,6p86B,6p86C,6p87A,6p87B,6p87C,6p88A,6p88B,6p88C,6p89A,6p89B,6p89C,6p8aA,6p8aB,6p8aC,6p8bA,6p8bB,6p8bC
FALSE	4.2,4.4	Q60932	Voltage-dependent anion-selective channel protein 1 OS=Mus musculus OX=10090 GN=Vdac1 PE=1 SV=3	3emnX,4c69X
FALSE	3.2	Q2Z1W1	Glucan 1,3-beta-glucosidase OS=Phanerochaete chrysosporium OX=5306 GN=lam55A PE=1 SV=1	3eqnA,3eqnB,3eqoA,3eqoB
FALSE	3.3	A6ZUJ9	Budding uninhibited by benzimidazole-related protein OS=Saccharomyces cerevisiae (strain YJM789) OX=307796 GN=BUB1 PE=1 SV=1	3eslA,3eslB
FALSE	4.2	Q8KKW2	Hypothetical conserved protein OS=Rhizobium etli (strain CFN 42 / ATCC 51251) OX=347834 GN=RHE_PD00032 PE=1 SV=2	3ew1A,3ew1B,3ew1C,3ew1D,3ew1E,3ew1F,3ew2A,3ew2B,3ew2C,3ew2D,3ew2E,3ew2F,3ew2G
FALSE	3.3	Q8IUH5	Palmitoyltransferase ZDHHC17 OS=Homo sapiens OX=9606 GN=ZDHHC17 PE=1 SV=2	3eu9A,3eu9B,3eu9C,5w7iA,5w7iC,5w7jA,5w7jC
FALSE	4.4	Q2YDS1	DNA damage-binding protein 2 OS=Danio rerio OX=7955 GN=ddb2 PE=1 SV=2	3ei1B,3ei2B,3ei3B,4a08B,4a09B,4a0aB,4a0bB,4a0bD,4a0kD,4a0lB,4a0lD
FALSE	3.2	A6KZB9	Serine O-acetyltransferase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) OX=435590 GN=BVU_1092 PE=1 SV=1	3f1xA
FALSE	4.1	Q8ZCP4	Pyridoxine 5'-phosphate synthase OS=Yersinia pestis OX=632 GN=pdxJ PE=1 SV=1	3f4nA,3f4nB,3f4nC,3f4nD,3f4nE,3f4nF,3f4nG,3f4nH
FALSE	4.1	Q8ZMP9	3-hexulose-6-phosphate synthase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=STM2755 PE=1 SV=1	3f4wA,3f4wB
FALSE	4.4	Q99523	Sortilin OS=Homo sapiens OX=9606 GN=SORT1 PE=1 SV=3	3f6kA,3g2uC,3g2uD,3g2vC,3g2vD,4mslA,4n7eA,4po7A,5mrhA,5mriA,6ehoA,6x3lA,6x48A,6x4hA
FALSE	4.4	P35729	Nucleoporin NUP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP120 PE=1 SV=1	3f7fA,3f7fB,3f7fC,3f7fD,3h7nA,3h7nB,3h7nC,3h7nD,3hxrA,4xmmE,4xmnE
FALSE	4.1	Q93DA8	3-keto-L-gulonate-6-phosphate decarboxylase UlaD OS=Streptococcus mutans OX=1309 GN=rmpD PE=1 SV=1	3exrA,3exrB,3exrC,3exrD,3exsA,3exsB,3exsC,3exsD,3extA
FALSE	4.4	Q89ZH8	Uncharacterized protein OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) OX=226186 GN=BT_4399 PE=1 SV=1	3fgbA,3fgbB
FALSE	4.4	P53011	Nucleoporin SEH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEH1 PE=1 SV=1	3eweA,3eweC,3f3fA,3f3fB,3f3fE,3f3fF,3f3gA,3f3gB,3f3gE,3f3gF,3f3pA,3f3pB,3f3pE,3f3pF,3f3pI,3f3pJ,4xmmC
FALSE	4.1	Q9JZR4	4-hydroxy-tetrahydrodipicolinate synthase OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=dapA PE=1 SV=1	3fluA,3fluB,3fluC,3fluD
FALSE	3.3	Q9UJX3	Anaphase-promoting complex subunit 7 OS=Homo sapiens OX=9606 GN=ANAPC7 PE=1 SV=4	3fflA,3fflB,3fflC,3fflD,4ui9X,4ui9Y,5a31X,5a31Y,5g04X,5g04Y,5g05X,5g05Y,5khrX,5khrY,5khuX,5khuY,5l9tX,5l9tY,5l9uX,5l9uY,5lcwX,5lcwY,6q6gY,6q6gZ,6q6hY,6q6hZ,6tljX,6tljY,6tm5X,6tm5Y
FALSE	3.3	P38825	Protein TOM71 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM71 PE=1 SV=1	3fp2A,3fp3A,3fp4A,3lcaA
FALSE	4.1	Q8YHF1	2-dehydro-3-deoxyphosphooctonate aldolase OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=224914 GN=kdsA PE=1 SV=1	3fs2A,3fs2B
